tweet_text,synthesized_summary,responder_role,secondary_annotation,disaster_type,information_type,input_text,source_row_id
RT @PacificCommand: US military providing support to the #Philippines. #Damayan #reliefPH http://t.co/gw0gqZ1Izn,Police should monitor for crowd control issues as military support is provided in the Philippines during the typhoon response.,Police,DCC,Typhoon,Donations and volunteering,"Responder Roles: Police
Disaster Type: Typhoon
Tweet: RT @PacificCommand: US military providing support to the #Philippines. #Damayan #reliefPH http://t.co/gw0gqZ1Izn
Secondary Annotations: DCC
Information Type: Donations and volunteering",26464
Many dead in catastrophic typhoon in the Philippines http://t.co/S69Snwjgdm,Police should assess reported fatalities from the typhoon and coordinate with DCC for public safety measures.,Police,DCC,Typhoon,Affected individuals,"Responder Roles: Police
Disaster Type: Typhoon
Tweet: Many dead in catastrophic typhoon in the Philippines http://t.co/S69Snwjgdm
Secondary Annotations: DCC
Information Type: Affected individuals",26061
“@NBCLA: Police helicopter crashes into Glasgow pub causing a number of casualties. http://t.co/meb4iEUthJ http://t.co/VpJb1z66rg”,"Police should secure the crash site and assess casualties, while firefighters prepare for fire hazards and assist with potential rescues.",Police/Firefighter,DCC/USAR,Crash,Infrastructure and utilities,"Responder Roles: Police, Firefighter
Disaster Type: Crash
Tweet: “@NBCLA: Police helicopter crashes into Glasgow pub causing a number of casualties. http://t.co/meb4iEUthJ http://t.co/VpJb1z66rg”
Secondary Annotations: DCC, USAR
Information Type: Infrastructure and utilities",14140
RT @CallMeBrad: Possibly? RT: @a_koretsky A piece of an asteroid hit the Zinc Plant #Chelly http://t.co/Prjc64e9 #Russia #Meteor #Urals,"Police should coordinate crowd control and assess safety risks, while firefighters evaluate structural integrity and hazardous materials at the Zinc Plant.",Police/Firefighter,DCC/USAR,Meteorite,Other Useful Information,"Responder Roles: Police, Firefighter
Disaster Type: Meteorite
Tweet: RT @CallMeBrad: Possibly? RT: @a_koretsky A piece of an asteroid hit the Zinc Plant #Chelly http://t.co/Prjc64e9 #Russia #Meteor #Urals
Secondary Annotations: DCC, USAR
Information Type: Other Useful Information",20218
"RT @7NewsSydney: CHOPPERCAM: Emergency warning issued for area of Stockrington Road, west of the M1, heading towards Minmi #NSWfires http:/…",Police should assess traffic control needs on Stockrington Road due to an emergency warning related to the wildfire.,Police,TEU,Wildfire,Caution and advice,"Responder Roles: Police
Disaster Type: Wildfire
Tweet: RT @7NewsSydney: CHOPPERCAM: Emergency warning issued for area of Stockrington Road, west of the M1, heading towards Minmi #NSWfires http:/…
Secondary Annotations: TEU
Information Type: Caution and advice",9562
RT @TODAYonline: #sghaze 8am update: The three-hour PSI is 158 http://t.co/HaQKIkhN1B,Firefighters should monitor air quality and assess potential hazardous material exposure due to reported haze levels.,Firefighter,HAZMAT,Haze,Caution and advice,"Responder Roles: Firefighter
Disaster Type: Haze
Tweet: RT @TODAYonline: #sghaze 8am update: The three-hour PSI is 158 http://t.co/HaQKIkhN1B
Secondary Annotations: HAZMAT
Information Type: Caution and advice",24532
RT @USATODAY: #BREAKING: Severe floods strike Colorado http://t.co/JkvGm4hDu8,Police should assess flood impacts on safety and coordinate response efforts via the Dispatch Call Center.,Police,DCC,Floods,Other Useful Information,"Responder Roles: Police
Disaster Type: Floods
Tweet: RT @USATODAY: #BREAKING: Severe floods strike Colorado http://t.co/JkvGm4hDu8
Secondary Annotations: DCC
Information Type: Other Useful Information",12899
"RT @9NEWS: #HighParkFire press conference: 20,000 acres, 0 containment, Type 1 Incident Command takes over tomorrow",Firefighters should evaluate containment efforts and fire spread risks as command changes for the High Park Fire.,Firefighter,FC,Wildfire,Infrastructure and utilities,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: RT @9NEWS: #HighParkFire press conference: 20,000 acres, 0 containment, Type 1 Incident Command takes over tomorrow
Secondary Annotations: FC
Information Type: Infrastructure and utilities",52
RT @smh: More than 40 cars have been destroyed in a large fire in #Sydney's Olympic Park. http://t.co/UBpJIsU1sR,Firefighters should evaluate fire containment strategies and monitor for further spread near the destroyed vehicles in Olympic Park.,Firefighter,FC,Wildfire,Infrastructure and utilities,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: RT @smh: More than 40 cars have been destroyed in a large fire in #Sydney's Olympic Park. http://t.co/UBpJIsU1sR
Secondary Annotations: FC
Information Type: Infrastructure and utilities",8690
346 homes lost due to Waldo Canyon fire in Colorado Springs. 1 body was found in the remains of a destroyed home.,Assess casualties and prioritize medical response for individuals affected by the Waldo Canyon wildfire in Colorado Springs.,EMS,MMU,Wildfire,Infrastructure and utilities,"Responder Roles: EMS
Disaster Type: Wildfire
Tweet: 346 homes lost due to Waldo Canyon fire in Colorado Springs. 1 body was found in the remains of a destroyed home.
Secondary Annotations: MMU
Information Type: Infrastructure and utilities",973
At least 145 dead in Bangladesh building collapse - USA Today - CLARIFICATION:... http://t.co/icYCGCJyiW,Police should assess crowd control needs and potential criminal activity following the reported building collapse with at least 145 fatalities.,Police,DCC,Collapse,Affected individuals,"Responder Roles: Police
Disaster Type: Collapse
Tweet: At least 145 dead in Bangladesh building collapse - USA Today - CLARIFICATION:... http://t.co/icYCGCJyiW
Secondary Annotations: DCC
Information Type: Affected individuals",23230
"RT @DrumMagazine: Suspect arrested at #LAX after gunfight in Terminal 3, police say via BBC.",Police should assess scene security and potential ongoing threats after the reported gunfight at Terminal 3.,Police,CPU,Shootings,Affected individuals,"Responder Roles: Police
Disaster Type: Shootings
Tweet: RT @DrumMagazine: Suspect arrested at #LAX after gunfight in Terminal 3, police say via BBC.
Secondary Annotations: CPU
Information Type: Affected individuals",15369
RT @StephenJHunter1: Crazy Smokey Skies over Sydney! Keep safe everyone out West. A Lot of fires about #bushfires http://t.co/1TfnW2PjJ1,Police should monitor reported fires and assess potential threats to public safety in affected areas.,Police,DCC,Wildfire,Sympathy and support,"Responder Roles: Police
Disaster Type: Wildfire
Tweet: RT @StephenJHunter1: Crazy Smokey Skies over Sydney! Keep safe everyone out West. A Lot of fires about #bushfires http://t.co/1TfnW2PjJ1
Secondary Annotations: DCC
Information Type: Sympathy and support",8955
"Furious Wildfire in Colorado Leaves Destruction in Its Wake: Thousands have been forced to flee the flames, whic... http://t.co/hocCu04V",Firefighters should evaluate fire spread and containment while assisting with evacuations for those affected by the wildfire in Colorado.,Firefighter,FC,Wildfire,Affected individuals,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: Furious Wildfire in Colorado Leaves Destruction in Its Wake: Thousands have been forced to flee the flames, whic... http://t.co/hocCu04V
Secondary Annotations: FC
Information Type: Affected individuals",855
Fox Insider: Brazil Nightclub Fire Kills 245 People At Least: A fire swept through a crowded nightclub in southe... http://t.co/SB8dEsZV,"Emergency medical services should prioritize response for potential casualties from the nightclub fire, focusing on triage and patient transport.",EMS,MMU,Fire,Affected individuals,"Responder Roles: EMS
Disaster Type: Fire
Tweet: Fox Insider: Brazil Nightclub Fire Kills 245 People At Least: A fire swept through a crowded nightclub in southe... http://t.co/SB8dEsZV
Secondary Annotations: MMU
Information Type: Affected individuals",11987
#SAVAR UPDATE: Death toll rises to 304; today rescuers pulled out 72 survivors from the collapsed building. #Bangladesh #Shahbag,"Police should manage crowd control and scene security, while firefighters assist USAR in locating survivors from the collapse.",Police/Firefighter,DCC/USAR,Collapse,Affected individuals,"Responder Roles: Police, Firefighter
Disaster Type: Collapse
Tweet: #SAVAR UPDATE: Death toll rises to 304; today rescuers pulled out 72 survivors from the collapsed building. #Bangladesh #Shahbag
Secondary Annotations: DCC, USAR
Information Type: Affected individuals",22846
RT @ANCALERTS: Atom Araullo: Local officials expect the number of bodies found in Tacloban to reach at least 500 #YolandaPH,Police should monitor crowd dynamics and public safety as reports indicate a rising number of bodies in Tacloban post-typhoon.,Police,DCC,Typhoon,Affected individuals,"Responder Roles: Police
Disaster Type: Typhoon
Tweet: RT @ANCALERTS: Atom Araullo: Local officials expect the number of bodies found in Tacloban to reach at least 500 #YolandaPH
Secondary Annotations: DCC
Information Type: Affected individuals",26085
RT @ChannelNewsAsia: #SGHaze PSI reading rises to 153 at 10am,Firefighters should assess hazardous material exposure risks from haze and monitor air quality for public safety.,Firefighter,HAZMAT,Haze,Caution and advice,"Responder Roles: Firefighter
Disaster Type: Haze
Tweet: RT @ChannelNewsAsia: #SGHaze PSI reading rises to 153 at 10am
Secondary Annotations: HAZMAT
Information Type: Caution and advice",24369
Clean-up launched after deadly Australia floods: SYDNEY: A mammoth clean-up was underway in Austral... http://t.co/XTBvCFkB via @fmtoday,Police should assess crowd control needs and support public safety during the clean-up operations after the floods.,Police,DCC,Floods,Affected individuals,"Responder Roles: Police
Disaster Type: Floods
Tweet: Clean-up launched after deadly Australia floods: SYDNEY: A mammoth clean-up was underway in Austral... http://t.co/XTBvCFkB via @fmtoday
Secondary Annotations: DCC
Information Type: Affected individuals",20079
RT @Magdalena_Roze: This ISN'T rain on SYDNEY RADAR! Its a massive smoke plume from LITHGO FIRES travelling to coast by NW winds! #fires ht…,Firefighters should evaluate the smoke plume's impact and prepare for potential containment operations related to the Lithgow fires.,Firefighter,FC,Wildfire,Other Useful Information,"Responder Roles: Firefighter
Disaster Type: Wildfire
Tweet: RT @Magdalena_Roze: This ISN'T rain on SYDNEY RADAR! Its a massive smoke plume from LITHGO FIRES travelling to coast by NW winds! #fires ht…
Secondary Annotations: FC
Information Type: Other Useful Information",8783
"Shots at #LAX prompt evacuation, stall flights http://t.co/GyzVlIE443 #wftv  #LAXShooting",Firefighters should assess structural safety and assist with evacuation following reported shots at LAX.,Firefighter,USAR,Shootings,Infrastructure and utilities,"Responder Roles: Firefighter
Disaster Type: Shootings
Tweet: Shots at #LAX prompt evacuation, stall flights http://t.co/GyzVlIE443 #wftv  #LAXShooting
Secondary Annotations: USAR
Information Type: Infrastructure and utilities",15269
RT @breakingstorm: 548 people confirmed dead and 827 missing in Philippines from Typhoon Bopha - @AFP http://t.co/dmJzf9Ll,"Police should assess crowd control and potential crime, while firefighters prepare for search and rescue for the missing.",Police/Firefighter,DCC/USAR,Typhoon,Affected individuals,"Responder Roles: Police, Firefighter
Disaster Type: Typhoon
Tweet: RT @breakingstorm: 548 people confirmed dead and 827 missing in Philippines from Typhoon Bopha - @AFP http://t.co/dmJzf9Ll
Secondary Annotations: DCC, USAR
Information Type: Affected individuals",6527
@orgasmicgomez Investigators Examine Wreckage Of Deadly New York Train Crash: A passenger train crash in the Bronx ea...  @onedirslaytion,Firefighters should assess structural dangers and initiate search and rescue for potential trapped individuals in the train crash wreckage.,Firefighter,USAR,Derailment,Other Useful Information,"Responder Roles: Firefighter
Disaster Type: Derailment
Tweet: @orgasmicgomez Investigators Examine Wreckage Of Deadly New York Train Crash: A passenger train crash in the Bronx ea...  @onedirslaytion
Secondary Annotations: USAR
Information Type: Other Useful Information",18632
